Orthogroup	Sclerotinia_sclerotiorum	Botrytis_cinerea
OG0000876	XM_001598283.1.p1	XM_001560615.2.p1
OG0000876	XM_001596433.1.p1	XM_024693487.1.p1
OG0000877	XM_001592045.1.p1	XM_024694278.1.p1, XM_001549785.2.p1
OG0000878	XM_001597928.1.p1	XM_001549842.2.p1
OG0000878	XM_001587993.1.p1	XM_001555947.2.p1
OG0000879	XM_001594949.1.p1	XM_001549914.2.p1
OG0000880	XM_001590536.1.p1	XM_001550209.2.p1
OG0000880	XM_001594619.1.p1	XM_001561310.2.p1
OG0000881	XM_001592700.1.p1	XM_001550291.2.p1
OG0000882	XM_001594099.1.p1	XM_001550351.2.p1, XM_024693059.1.p1
OG0000883	XM_001590066.1.p1	XM_001550486.2.p1
OG0000884	XM_001589983.1.p1	XM_001550727.2.p1, XM_024698086.1.p1, XM_024698089.1.p1, XM_024698088.1.p1, XM_024698085.1.p1, XM_024698087.1.p1
OG0000885	XM_001594281.1.p1	XM_024690367.1.p1, XM_001550892.2.p1
OG0000885	XM_001598377.1.p1	XM_024692315.1.p1
OG0000885	XM_001590310.1.p1	XM_024697438.1.p1
OG0000886	XM_001596807.1.p1	XM_001555130.2.p1
OG0000886	XM_001586833.1.p1	XM_001550999.2.p1
OG0000887	XM_001585183.1.p1	XM_001551211.2.p1
OG0000888	XM_001598811.1.p1	XM_024697121.1.p1, XM_001551222.2.p1
OG0000889	XM_001593531.1.p1	XM_024695167.1.p1, XM_001551581.2.p1
OG0000890	XM_001594041.1.p1	XM_024695251.1.p1, XM_001551736.2.p1
OG0000891	XM_001588984.1.p1	XM_001552077.2.p1
OG0000892	XM_001595655.1.p1	XM_024692538.1.p1
OG0000893	XM_001587349.1.p1	XM_001552313.2.p1
OG0000894	XM_001588147.1.p1	XM_001557521.2.p1
OG0000894	XM_001584614.1.p1	XM_001552372.2.p1
OG0000895	XM_001593426.1.p1	XM_001552644.2.p1
OG0000895	XM_001585222.1.p1	XM_024696383.1.p1
OG0000896	XM_001587430.1.p1	XM_024694734.1.p1, XM_001553020.2.p1
OG0000897	XM_001584839.1.p1	XM_001553209.2.p1, XM_024695316.1.p1
OG0000898	XM_001595316.1.p1	XM_001553432.2.p1, XM_024694407.1.p1, XM_024694406.1.p1, XM_024694409.1.p1, XM_024694410.1.p1, XM_024694408.1.p1
OG0000900	XM_001592155.1.p1	XM_024691284.1.p1
OG0000901	XM_001595026.1.p1	XM_024694610.1.p1, XM_001553941.2.p1, XM_024694609.1.p1
OG0000902	XM_001589349.1.p1	XM_001554028.2.p1, XM_024694098.1.p1
OG0000903	XM_001589310.1.p1	XM_001554064.2.p1
OG0000904	XM_001589274.1.p1	XM_024694059.1.p1, XM_001554097.2.p1
OG0000905	XM_001585490.1.p1	XM_001554701.2.p1
OG0000906	XM_001585664.1.p1	XM_024692251.1.p1, XM_024692252.1.p1, XM_001554790.2.p1
OG0000907	XM_001598473.1.p1	XM_001554980.2.p1
OG0000908	XM_001598421.1.p1	XM_001555036.2.p1
OG0000909	XM_001585850.1.p1	XM_001555496.2.p1
OG0000910	XM_001585978.1.p1	XM_001555563.2.p1, XM_024690241.1.p1
OG0000911	XM_001592009.1.p1	XM_001555693.2.p1
OG0000911	XM_001586023.1.p1	XM_024690267.1.p1
OG0000912	XM_001591972.1.p1	XM_001555726.2.p1
OG0000913	XM_001587954.1.p1	XM_001555998.2.p1
OG0000914	XM_001588938.1.p1	XM_001558660.2.p1
OG0000914	XM_001596624.1.p1	XM_001556138.2.p1
OG0000915	XM_001589716.1.p1	XM_001556260.2.p1
OG0000916	XM_001586143.1.p1	XM_024690913.1.p1, XM_024690912.1.p1, XM_001556436.2.p1
OG0000917	XM_001586984.1.p1	XM_024693243.1.p1
OG0000917	XM_001586202.1.p1	XM_001556500.2.p1
OG0000918	XM_001585357.1.p1	XM_001557104.2.p1
OG0000919	XM_001595755.1.p1	XM_001557151.2.p1
OG0000920	XM_001595751.1.p1	XM_001557156.2.p1
OG0000921	XM_001586426.1.p1	XM_001557341.2.p1
OG0000922	XM_001586461.1.p1	XM_001557394.2.p1
OG0000923	XM_001585619.1.p1	XM_024692262.1.p1
OG0000923	XM_001588156.1.p1	XM_001557529.2.p1
OG0000924	XM_001588165.1.p1	XM_001557538.2.p1
OG0000925	XM_001588295.1.p1	XM_001557662.2.p1
OG0000926	XM_001588337.1.p1	XM_024692694.1.p1, XM_001557705.2.p1, XM_024692695.1.p1, XM_024692696.1.p1
OG0000927	XM_001595479.1.p1	XM_001557958.2.p1
OG0000927	XM_001588495.1.p1	XM_024691683.1.p1
OG0000928	XM_001590561.1.p1	XM_001557992.2.p1, XM_024696287.1.p1, XM_024696286.1.p1, XM_024696285.1.p1
OG0000929	XM_001590628.1.p1	XM_001558022.2.p1
OG0000929	XM_001586673.1.p1	XM_024691626.1.p1
OG0000930	XM_001590812.1.p1	XM_001558144.2.p1
OG0000931	XM_001590956.1.p1	XM_001558258.2.p1
OG0000932	XM_001592461.1.p1	XM_001558388.2.p1
OG0000933	XM_001597308.1.p1	XM_024695893.1.p1
OG0000933	XM_001589184.1.p1	XM_001558620.2.p1, XM_024693938.1.p1
OG0000934	XM_001589207.1.p1	XM_024693923.1.p1, XM_001558642.2.p1
OG0000935	XM_001597612.1.p1	XM_001558823.2.p1
OG0000936	XM_001598591.1.p1	XM_001559307.2.p1
OG0000936	XM_001587118.1.p1	XM_001559583.2.p1
OG0000936	XM_001592706.1.p1	XM_024696902.1.p1
OG0000937	XM_001587170.1.p1	XM_001559641.2.p1
OG0000938	XM_001592787.1.p1	XM_001559963.2.p1
OG0000939	XM_001592862.1.p1	XM_001560010.2.p1, XM_024692908.1.p1
OG0000940	XM_001589445.1.p1	XM_001560151.2.p1
OG0000940	XM_001589175.1.p1	XM_024693943.1.p1
OG0000940	XM_001596985.1.p1	XM_024695831.1.p1
OG0000941	XM_001589442.1.p1	XM_001560153.2.p1
OG0000942	XM_001598561.1.p1	XM_001560479.2.p1, XM_024691894.1.p1
OG0000943	XM_001598120.1.p1	XM_001560826.2.p1
OG0000943	XM_001586755.1.p1	XM_024691580.1.p1
OG0000944	XM_001594848.1.p1	XM_001560926.2.p1
OG0000945	XM_001594241.1.p1	XM_001561168.2.p1
OG0000945	XM_001594359.1.p1	XM_024690654.1.p1
OG0000946	XM_001589468.1.p1	XM_024690132.1.p1
OG0000947	XM_001585954.1.p1	XM_024690157.1.p1
OG0000948	XM_001585833.1.p1	XM_024690215.1.p1, XM_024690216.1.p1
OG0000949	XM_001594546.1.p1	XM_024690519.1.p1
OG0000950	XM_001594563.1.p1	XM_024690530.1.p1, XM_024690532.1.p1, XM_024690531.1.p1, XM_024690529.1.p1
OG0000951	XM_001594629.1.p1	XM_024690584.1.p1
OG0000953	XM_001594828.1.p1	XM_024690772.1.p1
OG0000954	XM_001586308.1.p1	XM_024691376.1.p1, XM_024690973.1.p1
OG0000955	XM_001597434.1.p1	XM_024691099.1.p1
OG0000956	XM_001588208.1.p1	XM_024692638.1.p1
OG0000956	XM_001597413.1.p1	XM_024691224.1.p1
OG0000957	XM_001587734.1.p1	XM_024691433.1.p1, XM_024691434.1.p1
OG0000958	XM_001586853.1.p1	XM_024691531.1.p1
OG0000958	XM_001592705.1.p1, XM_001598862.1.p1	XM_024696967.1.p1
OG0000959	XM_001586787.1.p1	XM_024691562.1.p1, XM_024691564.1.p1, XM_024691563.1.p1, XM_024691565.1.p1
OG0000960	XM_001586733.1.p1	XM_024691594.1.p1, XM_024691595.1.p1
OG0000961	XM_001586656.1.p1	XM_024691635.1.p1
OG0000962	XM_001598410.1.p1	XM_024691798.1.p1
OG0000963	XM_001598483.1.p1	XM_024691843.1.p1, XM_024691842.1.p1
OG0000964	XM_001598496.1.p1	XM_024691852.1.p1
OG0000965	XM_001588649.1.p1	XM_024697065.1.p1
OG0000966	XM_001598229.1.p1	XM_024691972.1.p1
OG0000967	XM_001598185.1.p1	XM_024692006.1.p1
OG0000968	XM_001597972.1.p1	XM_024692099.1.p1, XM_024692098.1.p1
OG0000969	XM_001590395.1.p1	XM_024692293.1.p1
OG0000971	XM_001585369.1.p1	XM_024692357.1.p1, XM_024698250.1.p1, XM_024695960.1.p1, XM_024696627.1.p1
OG0000972	XM_001588168.1.p1	XM_024692606.1.p1
OG0000973	XM_001592719.1.p1	XM_024692804.1.p1
OG0000974	XM_001592931.1.p1	XM_024692854.1.p1
OG0000975	XM_001592866.1.p1	XM_024692906.1.p1, XM_024692905.1.p1, XM_024692904.1.p1
OG0000976	XM_001585108.1.p1	XM_024698026.1.p1, XM_024693247.1.p1, XM_024693248.1.p1, XM_024697740.1.p1, XM_024697739.1.p1
OG0000978	XM_001596255.1.p1	XM_024693394.1.p1
OG0000979	XM_001587497.1.p1	XM_024693760.1.p1
OG0000980	XM_001597641.1.p1	XM_024693840.1.p1, XM_024693841.1.p1, XM_024693842.1.p1, XM_024693843.1.p1
OG0000981	XM_001597094.1.p1	XM_024693869.1.p1
OG0000982	XM_001589316.1.p1	XM_024694083.1.p1, XM_024694082.1.p1
OG0000983	XM_001589058.1.p1	XM_024694207.1.p1, XM_024694206.1.p1, XM_024694208.1.p1, XM_024694205.1.p1
OG0000984	XM_001589081.1.p1	XM_024694230.1.p1, XM_024694229.1.p1, XM_024694228.1.p1
OG0000985	XM_001595306.1.p1	XM_024694419.1.p1, XM_024694418.1.p1, XM_024694417.1.p1
OG0000986	XM_001595223.1.p1	XM_024694487.1.p1
OG0000987	XM_001595200.1.p1	XM_024694514.1.p1, XM_024694516.1.p1, XM_024694515.1.p1, XM_024694513.1.p1
OG0000988	XM_001595145.1.p1	XM_024694544.1.p1
OG0000989	XM_001595141.1.p1	XM_024694555.1.p1, XM_024694554.1.p1
OG0000990	XM_001587417.1.p1	XM_024694723.1.p1
OG0000991	XM_001593431.1.p1	XM_024694887.1.p1
OG0000991	XM_001590429.1.p1	XM_024696216.1.p1
OG0000992	XM_001593447.1.p1	XM_024694895.1.p1
OG0000993	XM_001593871.1.p1, XM_001593870.1.p1	XM_024695019.1.p1, XM_024695018.1.p1
OG0000994	XM_001593862.1.p1	XM_024695021.1.p1
OG0000995	XM_001593519.1.p1	XM_024695160.1.p1, XM_024695159.1.p1
OG0000996	XM_001593992.1.p1	XM_024695220.1.p1
OG0000997	XM_001591942.1.p1	XM_024695397.1.p1, XM_024695396.1.p1
OG0000998	XM_001591845.1.p1	XM_024695505.1.p1
OG0000999	XM_001586531.1.p1	XM_024695584.1.p1
OG0001000	XM_001591689.1.p1	XM_024695707.1.p1
OG0001001	XM_001591874.1.p1	XM_024695713.1.p1
OG0001002	XM_001584624.1.p1	XM_024695794.1.p1
OG0001003	XM_001592200.1.p1	XM_024695905.1.p1
OG0001004	XM_001592327.1.p1	XM_024695982.1.p1, XM_024695981.1.p1
OG0001005	XM_001592369.1.p1	XM_024696002.1.p1, XM_024696003.1.p1, XM_024696001.1.p1
OG0001006	XM_001596953.1.p1	XM_024696050.1.p1
OG0001007	XM_001584905.1.p1	XM_024696348.1.p1
OG0001008	XM_001590820.1.p1	XM_024696356.1.p1
OG0001009	XM_001595958.1.p1	XM_024696673.1.p1, XM_024696674.1.p1, XM_024696675.1.p1
OG0001010	XM_001596176.1.p1	XM_024696816.1.p1
OG0001011	XM_001598916.1.p1	XM_024696922.1.p1, XM_024696921.1.p1
OG0001012	XM_001588516.1.p1	XM_024697005.1.p1
OG0001013	XM_001598751.1.p1	XM_024697035.1.p1, XM_024697036.1.p1, XM_024697038.1.p1, XM_024697037.1.p1
OG0001014	XM_001589699.1.p1	XM_024697165.1.p1, XM_024697166.1.p1
OG0001015	XM_001584676.1.p1, XM_001584677.1.p1	XM_024697292.1.p1, XM_024697291.1.p1
OG0001016	XM_001591205.1.p1	XM_024697412.1.p1
OG0001017	XM_001591173.1.p1	XM_024697485.1.p1, XM_024697487.1.p1, XM_024697486.1.p1
OG0001018	XM_001585294.1.p1, XM_001585295.1.p1	XM_024697865.1.p1
OG0001019	XM_001585284.1.p1	XM_024697869.1.p1
OG0001020	XM_001585265.1.p1	XM_024697873.1.p1
OG0001022	XM_001589902.1.p1	XM_024697928.1.p1, XM_024697929.1.p1, XM_024697927.1.p1, XM_024697930.1.p1, XM_024697932.1.p1, XM_024697931.1.p1
OG0001023	XM_001590041.1.p1	XM_024698020.1.p1
OG0001024	XM_001590016.1.p1	XM_024698052.1.p1, XM_024698053.1.p1, XM_024698050.1.p1, XM_024698051.1.p1
OG0001090	XM_001590376.1.p1	XM_001545251.2.p1
OG0001091	XM_001596322.1.p1	XM_024696526.1.p1
OG0001091	XM_001594817.1.p1	XM_001556681.1.p1, XM_001560959.2.p1
OG0001092	XM_001591181.1.p1	XM_001545506.2.p1
OG0001093	XM_001584544.1.p1	XM_001545628.2.p1, XM_024697704.1.p1
OG0001094	XM_001589101.1.p1	XM_001545660.2.p1
OG0001095	XM_001589804.1.p1	XM_001548644.2.p1
OG0001095	XM_001591296.1.p1	XM_001545738.2.p1
OG0001096	XM_001596533.1.p1	XM_001554741.2.p1, XM_001546097.2.p1, XM_001559080.2.p1
OG0001097	XM_001584519.1.p1	XM_001546173.2.p1
OG0001097	XM_001587943.1.p1	XM_001556004.2.p1
OG0001098	XM_001585620.1.p1	XM_001546399.2.p1
OG0001099	XM_001594223.1.p1	XM_024692794.1.p1
OG0001099	XM_001585792.1.p1	XM_001546451.2.p1
OG0001100	XM_001590743.1.p1	XM_001546557.2.p1
OG0001100	XM_001597669.1.p1	XM_001548887.2.p1
OG0001101	XM_001590741.1.p1	XM_001546558.2.p1
OG0001102	XM_001585061.1.p1	XM_001546738.2.p1, XM_024697620.1.p1
OG0001103	XM_001591526.1.p1	XM_001549943.2.p1
OG0001103	XM_001591784.1.p1	XM_001546809.2.p1
OG0001104	XM_001596023.1.p1	XM_024697806.1.p1, XM_001546836.2.p1
OG0001104	XM_001592578.1.p1	XM_024695818.1.p1
OG0001105	XM_001597397.1.p1	XM_001547003.2.p1
OG0001106	XM_001594466.1.p1	XM_024690459.1.p1, XM_024690457.1.p1, XM_001547215.2.p1, XM_024690458.1.p1, XM_024690460.1.p1
OG0001107	XM_001594480.1.p1	XM_001547231.2.p1
OG0001108	XM_001597792.1.p1	XM_001559849.2.p1, XM_001558669.2.p1
OG0001108	XM_001591160.1.p1	XM_001547368.2.p1
OG0001109	XM_001585917.1.p1	XM_001547399.2.p1
OG0001110	XM_001585955.1.p1	XM_001547418.2.p1
OG0001112	XM_001591464.1.p1	XM_001547999.2.p1
OG0001113	XM_001587247.1.p1	XM_001548038.2.p1
OG0001114	XM_001596519.1.p1	XM_001559101.2.p1
OG0001114	XM_001587230.1.p1	XM_001548055.2.p1
OG0001115	XM_001597414.1.p1	XM_024691225.1.p1
OG0001116	XM_001594527.1.p1	XM_001548300.2.p1
OG0001117	XM_001584998.1.p1	XM_001548417.2.p1
OG0001117	XM_001597153.1.p1	XM_024691298.1.p1
OG0001118	XM_001586044.1.p1	XM_001548499.2.p1, XM_024690318.1.p1
OG0001119	XM_001595361.1.p1	XM_001548675.2.p1, XM_024694381.1.p1, XM_024694382.1.p1, XM_024694380.1.p1, XM_024694379.1.p1
OG0001120	XM_001588462.1.p1	XM_024691663.1.p1, XM_024691662.1.p1, XM_001548792.2.p1
OG0001121	XM_001597668.1.p1	XM_024693995.1.p1, XM_024693994.1.p1, XM_024693996.1.p1, XM_024693997.1.p1, XM_001548886.2.p1
OG0001122	XM_001597684.1.p1	XM_001548901.2.p1
OG0001123	XM_001584635.1.p1	XM_001550189.2.p1
OG0001124	XM_001597061.1.p1	XM_024693821.1.p1, XM_001549030.2.p1
OG0001125	XM_001590150.1.p1	XM_001549088.2.p1
OG0001126	XM_001590247.1.p1	XM_001549124.2.p1, XM_024698172.1.p1
OG0001127	XM_001588428.1.p1	XM_024692739.1.p1, XM_001549254.2.p1
OG0001128	XM_001593925.1.p1	XM_001549406.2.p1
OG0001129	XM_001588805.1.p1	XM_001549446.2.p1
OG0001130	XM_001587646.1.p1	XM_001549600.2.p1
OG0001131	XM_001585082.1.p1	XM_001549692.2.p1
OG0001132	XM_001597904.1.p1	XM_001549814.2.p1
OG0001133	XM_001594912.1.p1	XM_024690360.1.p1, XM_001549869.2.p1
OG0001134	XM_001594924.1.p1	XM_001549879.2.p1, XM_024690354.1.p1
OG0001135	XM_001588547.1.p1	XM_024696991.1.p1, XM_024696989.1.p1, XM_001550053.2.p1, XM_024696990.1.p1
OG0001136	XM_001587574.1.p1	XM_001550081.2.p1
OG0001137	XM_001590919.1.p1	XM_024697722.1.p1
OG0001137	XM_001587535.1.p1	XM_001550126.2.p1
OG0001138	XM_001590497.1.p1	XM_024696257.1.p1, XM_001550248.2.p1
OG0001139	XM_001590455.1.p1	XM_001550261.2.p1, XM_024696249.1.p1
OG0001140	XM_001594076.1.p1	XM_001551711.2.p1
OG0001140	XM_001592695.1.p1	XM_001550295.2.p1
OG0001141	XM_001592670.1.p1	XM_001550330.2.p1
OG0001142	XM_001593681.1.p1	XM_001550372.2.p1
OG0001143	XM_001593570.1.p1	XM_001551642.2.p1
OG0001143	XM_001593678.1.p1	XM_001550377.2.p1, XM_001550376.2.p1
OG0001144	XM_001587708.1.p1	XM_001550541.2.p1
OG0001145	XM_001587720.1.p1	XM_001550556.2.p1
OG0001145	XM_001595904.1.p1	XM_024696704.1.p1
OG0001146	XM_001598623.1.p1	XM_024691745.1.p1, XM_024691746.1.p1
OG0001147	XM_001586843.1.p1	XM_024692760.1.p1, XM_001551015.2.p1
OG0001148	XM_001585144.1.p1	XM_001551153.2.p1
OG0001149	XM_001598817.1.p1	XM_001551217.2.p1, XM_024697118.1.p1, XM_024697119.1.p1
OG0001150	XM_001597085.1.p1	XM_024693856.1.p1, XM_024693855.1.p1, XM_024693857.1.p1, XM_001551429.2.p1, XM_024693858.1.p1
OG0001151	XM_001595230.1.p1	XM_024694478.1.p1, XM_024694479.1.p1, XM_024694480.1.p1, XM_001551888.2.p1
OG0001152	XM_001595222.1.p1	XM_001551902.2.p1
OG0001153	XM_001595209.1.p1	XM_001551915.2.p1, XM_024694501.1.p1, XM_024694500.1.p1
OG0001154	XM_001595208.1.p1	XM_001551916.2.p1
OG0001155	XM_001590596.1.p1	XM_001552192.2.p1
OG0001156	XM_001587350.1.p1	XM_001552314.2.p1
OG0001158	XM_001587379.1.p1	XM_001552345.2.p1
OG0001159	XM_001595420.1.p1	XM_001552494.2.p1
OG0001160	XM_001597117.1.p1	XM_001552862.2.p1
OG0001161	XM_001587391.1.p1	XM_001552940.2.p1, XM_024694707.1.p1
OG0001163	XM_001589936.1.p1	XM_024697957.1.p1, XM_001553308.2.p1
OG0001164	XM_001589930.1.p1	XM_001553327.2.p1
OG0001165	XM_001587127.1.p1	XM_001553407.2.p1, XM_024694431.1.p1, XM_024693098.1.p1
OG0001167	XM_001594750.1.p1	XM_024690801.1.p1, XM_001553481.2.p1
OG0001168	XM_001591207.1.p1	XM_001553674.2.p1
OG0001169	XM_001597173.1.p1	XM_001553699.2.p1
OG0001170	XM_001588927.1.p1	XM_001553736.2.p1
OG0001171	XM_001585198.1.p1	XM_001553790.2.p1
OG0001172	XM_001595896.1.p1	XM_001555297.2.p1
OG0001172	XM_001590772.1.p1	XM_001553833.2.p1
OG0001173	XM_001590773.1.p1	XM_001553834.2.p1
OG0001173	XM_001597586.1.p1	XM_024691171.1.p1
OG0001174	XM_001584880.1.p1	XM_001553866.2.p1
OG0001175	XM_001595039.1.p1	XM_001553915.2.p1
OG0001176	XM_001594975.1.p1	XM_001553996.2.p1
OG0001177	XM_001588048.1.p1	XM_024692390.1.p1
OG0001177	XM_001589245.1.p1	XM_024694056.1.p1, XM_001554103.2.p1
OG0001178	XM_001591897.1.p1	XM_001554132.2.p1, XM_024695381.1.p1
OG0001179	XM_001586684.1.p1	XM_001554259.2.p1
OG0001181	XM_001595116.1.p1	XM_001554611.2.p1
OG0001182	XM_001595138.1.p1	XM_001554630.2.p1
OG0001183	XM_001595151.1.p1	XM_001554651.2.p1
OG0001183	XM_001589539.1.p1	XM_024693556.1.p1
OG0001184	XM_001585709.1.p1	XM_024692213.1.p1, XM_001554857.2.p1
OG0001185	XM_001585725.1.p1, XM_001585726.1.p1	XM_001554871.2.p1
OG0001186	XM_001596506.1.p1	XM_001559201.2.p1
OG0001186	XM_001585745.1.p1	XM_001554901.2.p1
OG0001187	XM_001585746.1.p1	XM_001554902.2.p1
OG0001188	XM_001598491.1.p1	XM_001554957.2.p1
OG0001189	XM_001595220.1.p1	XM_024694489.1.p1, XM_024694488.1.p1
OG0001189	XM_001598482.1.p1	XM_001554970.2.p1
OG0001190	XM_001598470.1.p1	XM_024691834.1.p1, XM_001554983.2.p1
OG0001191	XM_001598457.1.p1	XM_001554999.2.p1
OG0001192	XM_001598068.1.p1	XM_001555328.2.p1
OG0001193	XM_001598005.1.p1	XM_001555402.2.p1
OG0001194	XM_001597970.1.p1	XM_001555444.2.p1
OG0001195	XM_001585827.1.p1	XM_001555520.2.p1
OG0001195	XM_001596300.1.p1	XM_001560336.2.p1
OG0001196	XM_001598563.1.p1	XM_024693048.1.p1, XM_001556051.2.p1, XM_024691611.1.p1, XM_024691610.1.p1, XM_024693537.1.p1
OG0001197	XM_001586175.1.p1	XM_024690892.1.p1, XM_001556467.2.p1, XM_024690891.1.p1
OG0001198	XM_001592201.1.p1	XM_001556719.2.p1
OG0001199	XM_001588110.1.p1	XM_001557483.2.p1
OG0001200	XM_001588126.1.p1	XM_001557496.2.p1
OG0001201	XM_001588154.1.p1	XM_001557527.2.p1
OG0001202	XM_001593141.1.p1	XM_001559791.2.p1
OG0001202	XM_001588384.1.p1	XM_001557745.2.p1
OG0001203	XM_001590352.1.p1	XM_001557871.2.p1
OG0001204	XM_001590638.1.p1	XM_001558036.2.p1
OG0001204	XM_001584687.1.p1	XM_024697288.1.p1
OG0001205	XM_001591027.1.p1	XM_001558167.2.p1
OG0001206	XM_001590990.1.p1	XM_001558366.2.p1, XM_001558213.2.p1
OG0001207	XM_001590968.1.p1	XM_001558247.2.p1
OG0001208	XM_001590875.1.p1	XM_001558320.2.p1
OG0001209	XM_001597359.1.p1	XM_024691191.1.p1, XM_001558782.2.p1
OG0001210	XM_001597347.1.p1	XM_001558798.2.p1
OG0001211	XM_001597608.1.p1	XM_001558828.2.p1
OG0001212	XM_001597573.1.p1	XM_001558888.2.p1, XM_024691159.1.p1, XM_024691160.1.p1
OG0001213	XM_001584789.1.p1	XM_024695343.1.p1
OG0001213	XM_001597554.1.p1	XM_001558908.2.p1
OG0001214	XM_001596686.1.p1	XM_001559019.2.p1
OG0001215	XM_001596669.1.p1	XM_001559041.2.p1
OG0001216	XM_001598413.1.p1	XM_001559218.2.p1
OG0001217	XM_001598663.1.p1	XM_001559385.2.p1
OG0001218	XM_001587271.1.p1	XM_024693146.1.p1, XM_024693147.1.p1, XM_024693148.1.p1, XM_024693144.1.p1, XM_024693145.1.p1, XM_001559487.2.p1
OG0001219	XM_001593282.1.p1	XM_024693140.1.p1
OG0001219	XM_001592891.1.p1	XM_001559503.2.p1
OG0001219	XM_001592896.1.p1	XM_024692892.1.p1
OG0001220	XM_001587111.1.p1	XM_001559572.2.p1
OG0001221	XM_001593274.1.p1	XM_001559704.2.p1
OG0001222	XM_001592923.1.p1	XM_001559987.2.p1
OG0001223	XM_001592864.1.p1	XM_001560013.2.p1
OG0001225	XM_001596337.1.p1	XM_001560286.2.p1
OG0001226	XM_001598333.1.p1	XM_001560540.2.p1
OG0001227	XM_001598294.1.p1	XM_001560601.2.p1
OG0001228	XM_001598290.1.p1	XM_001560607.2.p1
OG0001229	XM_001598102.1.p1	XM_024697034.1.p1, XM_001560834.2.p1
OG0001230	XM_001584933.1.p1	XM_024696529.1.p1
OG0001230	XM_001594871.1.p1	XM_001560915.2.p1
OG0001231	XM_001595857.1.p1	XM_024697766.1.p1
OG0001231	XM_001594846.1.p1	XM_001560924.2.p1
OG0001232	XM_001594820.1.p1	XM_001560954.2.p1, XM_024690750.1.p1, XM_024690751.1.p1
OG0001233	XM_001594323.1.p1	XM_001561131.2.p1, XM_024690660.1.p1
OG0001234	XM_001594235.1.p1	XM_001561176.2.p1, XM_024690644.1.p1, XM_024690645.1.p1, XM_024690643.1.p1
OG0001235	XM_001594672.1.p1	XM_001561241.2.p1
OG0001236	XM_001585968.1.p1	XM_024690143.1.p1
OG0001237	XM_001585966.1.p1	XM_024690145.1.p1
OG0001238	XM_001585932.1.p1	XM_024690160.1.p1
OG0001240	XM_001585824.1.p1	XM_024690221.1.p1, XM_024690220.1.p1
OG0001241	XM_001586001.1.p1	XM_024690256.1.p1
OG0001242	XM_001586018.1.p1	XM_024690264.1.p1, XM_024690265.1.p1, XM_024690266.1.p1, XM_024690263.1.p1
OG0001243	XM_001594145.1.p1	XM_024690291.1.p1, XM_024690292.1.p1
OG0001244	XM_001594182.1.p1	XM_024690308.1.p1, XM_024690307.1.p1, XM_024690309.1.p1
OG0001245	XM_001586052.1.p1	XM_024690313.1.p1, XM_024690312.1.p1
OG0001246	XM_001594908.1.p1	XM_024690362.1.p2, XM_024690363.1.p1, XM_024690364.1.p1
OG0001247	XM_001594370.1.p1	XM_024690386.1.p1
OG0001248	XM_001594406.1.p1, XM_001598936.1.p1	XM_024690414.1.p1
OG0001248	XM_001598937.1.p1	XM_024690415.1.p1
OG0001249	XM_001594589.1.p1	XM_024690548.1.p1, XM_024690549.1.p1
OG0001251	XM_001590155.1.p1, XM_001594049.1.p1	XM_024690574.1.p1
OG0001252	XM_001594199.1.p1	XM_024690628.1.p1
OG0001253	XM_001594795.1.p1	XM_024690733.1.p1, XM_024690732.1.p1
OG0001254	XM_001594737.1.p1	XM_024690791.1.p1, XM_024690792.1.p1, XM_024690793.1.p1, XM_024690794.1.p1
OG0001255	XM_001586190.1.p1	XM_024690813.1.p1
OG0001256	XM_001586253.1.p1	XM_024690851.1.p1
OG0001257	XM_001594692.1.p1	XM_024690962.1.p1
OG0001259	XM_001597233.1.p1	XM_024691023.1.p1, XM_024691022.1.p1
OG0001260	XM_001597285.1.p1	XM_024691066.1.p1, XM_024691068.1.p1, XM_024691067.1.p1
OG0001261	XM_001592167.1.p1	XM_024691095.1.p1
OG0001262	XM_001597433.1.p1	XM_024691100.1.p1
OG0001263	XM_001597570.1.p1	XM_024691156.1.p1
OG0001264	XM_001597610.1.p1	XM_024691181.1.p1
OG0001265	XM_001597345.1.p1	XM_024691183.1.p1, XM_024691184.1.p1
OG0001266	XM_001597151.1.p1, XM_001597150.1.p1	XM_024691302.1.p1, XM_024691303.1.p1
OG0001267	XM_001587863.1.p1	XM_024691356.1.p1
OG0001268	XM_001587845.1.p1	XM_024691365.1.p1, XM_024691366.1.p1
OG0001269	XM_001587764.1.p1	XM_024691421.1.p1
OG0001270	XM_001587714.1.p1	XM_024691449.1.p1, XM_024691450.1.p1
OG0001271	XM_001586788.1.p1	XM_024691561.1.p1
OG0001272	XM_001586768.1.p1	XM_024691575.1.p1
OG0001273	XM_001586761.1.p1	XM_024691578.1.p1, XM_024691577.1.p1
OG0001274	XM_001598370.1.p1	XM_024691902.1.p1
OG0001276	XM_001595548.1.p1	XM_024691930.1.p1, XM_024691933.1.p1, XM_024691931.1.p1, XM_024691932.1.p1
OG0001277	XM_001598301.1.p1	XM_024691940.1.p1
OG0001278	XM_001598227.1.p1	XM_024691973.1.p1
OG0001279	XM_001598205.1.p1	XM_024691988.1.p1, XM_024691987.1.p1
OG0001280	XM_001598174.1.p1	XM_024692010.1.p1, XM_024692011.1.p1, XM_024692012.1.p1
OG0001281	XM_001598047.1.p1	XM_024692063.1.p1, XM_024692062.1.p1
OG0001282	XM_001597938.1.p1	XM_024692124.1.p1
