Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phyllosticta_citricarpa_cds_prot
OG0000287	XM_001597112.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552332.1_1748.p1
OG0000288	XM_001586741.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546584.1_4393.p1
OG0000288	XM_001585180.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546699.1_4508.p1
OG0000289	XM_001596210.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535510.1_8393.p1
OG0000289	XM_001587013.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534501.1_8503.p1
OG0000291	XM_001595467.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534642.1_8442.p1
OG0000291	XM_001593375.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551750.1_2485.p1
OG0000291	XM_001586302.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537680.1_7814.p1
OG0000292	XM_001595511.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537796.1_7686.p1
OG0000292	XM_001596671.1.p1, XM_001597497.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555471.1_456.p1
OG0000294	XM_001591006.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554523.1_1041.p1
OG0000295	XM_001586192.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536730.1_7927.p1
OG0000295	XM_001590105.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545257.1_5215.p1
OG0000295	XM_001595606.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554680.1_1198.p1
OG0000300	XM_001595548.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556924.1_281.p1
OG0000300	XM_001598672.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540381.1_6735.p1
OG0000301	XM_001597552.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540270.1_6624.p1
OG0000302	XM_001589175.1.p1, XM_001596985.1.p1, XM_001589445.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546712.1_4521.p1
OG0000302	XM_001591897.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550078.1_2979.p1
OG0000303	XM_001595283.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547737.1_4125.p1
OG0000304	XM_001592528.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537661.1_7795.p1
OG0000304	XM_001587021.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534544.1_8546.p1
OG0000306	XM_001588299.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541812.1_6261.p1
OG0000306	XM_001590000.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550855.1_2760.p1
OG0000307	XM_001584568.1.p1	lcl|JBBPDW010000050.1_cds_KAK7532605.1_9207.p1
OG0000307	XM_001596247.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538953.1_7344.p1
OG0000307	XM_001593676.1.p1	lcl|JBBPDW010000062.1_cds_KAK7530468.1_9865.p1
OG0000308	XM_001591807.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548727.1_3549.p1
OG0000310	XM_001597658.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548668.1_3490.p1
OG0000312	XM_001596529.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531805.1_9467.p1
OG0000312	XM_001597099.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548833.1_3655.p1
OG0000313	XM_001598739.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546621.1_4430.p1
OG0000313	XM_001586897.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547638.1_4026.p1
OG0000313	XM_001593588.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541441.1_6615.p1
OG0000314	XM_001593040.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545630.1_5106.p1
OG0000315	XM_001590134.1.p1, XM_001588502.1.p1	lcl|JBBPDW010000031.1_cds_KAK7537984.1_7406.p1
OG0000315	XM_001589387.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553329.1_1327.p1
OG0000317	XM_001586015.1.p1	lcl|JBBPDW010000063.1_cds_KAK7530404.1_9877.p1
OG0000317	XM_001587228.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555607.1_592.p1
OG0000318	XM_001598012.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553533.1_1531.p1
OG0000318	XM_001594756.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543345.1_5934.p1
OG0000319	XM_001598351.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551623.1_2358.p1
OG0000320	XM_001585068.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546785.1_4594.p1
OG0000322	XM_001587529.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540258.1_6939.p1
OG0000322	XM_001592461.1.p1	lcl|JBBPDW010000050.1_cds_KAK7532627.1_9229.p1
OG0000323	XM_001590851.1.p1, XM_001584830.1.p1, XM_001593606.1.p1, XM_001587578.1.p1, XM_001598484.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537669.1_7803.p1
OG0000323	XM_001591961.1.p1, XM_001593906.1.p1, XM_001587226.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552553.1_1969.p1
OG0000324	XM_001594373.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534579.1_8581.p1
OG0000324	XM_001592271.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548161.1_3799.p1
OG0000325	XM_001595222.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543202.1_5791.p1
OG0000325	XM_001590041.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534551.1_8553.p1
OG0000326	XM_001589657.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551594.1_2329.p1
OG0000326	XM_001595679.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550618.1_2523.p1
OG0000327	XM_001587909.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545866.1_4845.p1, lcl|JBBPDW010000012.1_cds_KAK7547746.1_4134.p1
OG0000327	XM_001586425.1.p1, XM_001588494.1.p1, XM_001597044.1.p1	lcl|JBBPDW010000061.1_cds_KAK7530496.1_9809.p1
OG0000328	XM_001586323.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554702.1_1220.p1
OG0000328	XM_001593417.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548637.1_3459.p1
OG0000329	XM_001590057.1.p1, XM_001598723.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538923.1_7314.p1
OG0000331	XM_001593836.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539011.1_7118.p1
OG0000334	XM_001588568.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543879.1_5521.p1
OG0000334	XM_001594693.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548617.1_3439.p1
OG0000335	XM_001587695.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531245.1_9512.p1
OG0000337	XM_001597150.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555531.1_516.p1
OG0000337	XM_001589811.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537757.1_7647.p1
OG0000338	XM_001595733.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538968.1_7359.p1
OG0000338	XM_001589919.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535591.1_8264.p1
OG0000339	XM_001588030.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552578.1_1994.p1
OG0000339	XM_001597935.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537646.1_7780.p1
OG0000341	XM_001596553.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543031.1_6046.p1, lcl|JBBPDW010000071.1_cds_KAK7529420.1_10123.p1
OG0000342	XM_001587098.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533382.1_8989.p1
OG0000343	XM_001593775.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549356.1_3250.p1
OG0000343	XM_001588828.1.p1	lcl|JBBPDW010000073.1_cds_KAK7529396.1_10169.p1
OG0000345	XM_001588208.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553372.1_1370.p1
OG0000346	XM_001588685.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539215.1_7035.p1
OG0000346	XM_001585647.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539007.1_7114.p1
OG0000347	XM_001588291.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541843.1_6292.p1
OG0000347	XM_001594045.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543748.1_5390.p1
OG0000349	XM_001588714.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533387.1_8994.p1
OG0000350	XM_001594577.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545695.1_5171.p1
OG0000350	XM_001585929.1.p1	lcl|JBBPDW010000067.1_cds_KAK7529744.1_10063.p1
OG0000351	XM_001592911.1.p1	lcl|JBBPDW010000022.1_cds_KAK7542937.1_5952.p1
OG0000352	XM_001593209.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535698.1_8162.p1, lcl|JBBPDW010000030.1_cds_KAK7538964.1_7355.p1, lcl|JBBPDW010000027.1_cds_KAK7540141.1_6822.p1
OG0000352	XM_001590845.1.p1	lcl|JBBPDW010000049.1_cds_KAK7532683.1_9124.p1
OG0000354	XM_001594173.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533536.1_8966.p1
OG0000355	XM_001590970.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555615.1_600.p1
OG0000355	XM_001585849.1.p1	lcl|JBBPDW010000057.1_cds_KAK7531159.1_9622.p1
OG0000356	XM_001598020.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553693.1_1691.p1
OG0000356	XM_001589024.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537823.1_7465.p1
OG0000356	XM_001594952.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550644.1_2549.p1
OG0000357	XM_001584508.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543099.1_6114.p1
OG0000357	XM_001596882.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554756.1_1274.p1
OG0000361	XM_001584885.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552486.1_1902.p1
OG0000362	XM_001588879.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547750.1_4138.p1
OG0000363	XM_001597792.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535525.1_8198.p1
OG0000364	XM_001586746.1.p1	lcl|JBBPDW010000066.1_cds_KAK7530051.1_10033.p1
OG0000364	XM_001591295.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533666.1_8733.p1
OG0000365	XM_001589092.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548123.1_3761.p1
OG0000365	XM_001593795.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538950.1_7341.p1
OG0000365	XM_001587777.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547593.1_3981.p1
OG0000366	XM_001592514.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537679.1_7813.p1
OG0000367	XM_001591428.1.p1, XM_001589140.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539084.1_7191.p1
OG0000368	XM_001586991.1.p1	lcl|JBBPDW010000031.1_cds_KAK7537993.1_7415.p1
OG0000369	XM_001585932.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535630.1_8094.p1
OG0000369	XM_001585931.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535631.1_8095.p1
OG0000374	XM_001594977.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540241.1_6922.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547066.1_4247.p1, lcl|JBBPDW010000007.1_cds_KAK7550737.1_2642.p1
OG0000375	XM_001589897.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548105.1_3743.p1
OG0000376	XM_001588139.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536702.1_7899.p1
OG0000376	XM_001587757.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531236.1_9503.p1
OG0000378	XM_001596864.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531924.1_9403.p1
OG0000378	XM_001594848.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540157.1_6838.p1
OG0000379	XM_001588044.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554397.1_915.p1
OG0000379	XM_001592931.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541616.1_6466.p1
OG0000380	XM_001584697.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553459.1_1457.p1
OG0000380	XM_001597824.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535644.1_8108.p1
OG0000381	XM_001596277.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547597.1_3985.p1
OG0000381	XM_001586516.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556697.1_54.p1
OG0000382	XM_001586499.1.p1	lcl|JBBPDW010000067.1_cds_KAK7529720.1_10039.p1, lcl|JBBPDW010000019.1_cds_KAK7543857.1_5499.p1
OG0000383	XM_001595200.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533499.1_8929.p1
OG0000384	XM_001590907.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543055.1_6070.p1
OG0000384	XM_001596488.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546264.1_4674.p1
OG0000385	XM_001594849.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553577.1_1575.p1
OG0000385	XM_001591151.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555530.1_515.p1
OG0000386	XM_001592690.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557037.1_394.p1
OG0000386	XM_001587880.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543547.1_5692.p1
OG0000388	XM_001587153.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543816.1_5458.p1
OG0000388	XM_001588257.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553571.1_1569.p1
OG0000390	XM_001595466.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550766.1_2671.p1
OG0000390	XM_001591034.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541459.1_6309.p1
OG0000392	XM_001592820.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543782.1_5424.p1
OG0000393	XM_001596263.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547633.1_4021.p1
OG0000393	XM_001597320.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534660.1_8460.p1
OG0000395	XM_001597922.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547064.1_4245.p1
OG0000395	XM_001592276.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554781.1_1299.p1
OG0000396	XM_001592582.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531907.1_9386.p1
OG0000397	XM_001592147.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541471.1_6321.p1
OG0000398	XM_001597851.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554683.1_1201.p1
OG0000398	XM_001591395.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554685.1_1203.p1
OG0000399	XM_001598920.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556981.1_338.p1
OG0000400	XM_001585385.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537732.1_7622.p1, lcl|JBBPDW010000049.1_cds_KAK7532708.1_9149.p1
OG0000400	XM_001598807.1.p1	lcl|JBBPDW010000057.1_cds_KAK7531171.1_9634.p1
OG0000401	XM_001598784.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546299.1_4709.p1
OG0000402	XM_001598320.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549313.1_3207.p1, lcl|JBBPDW010000007.1_cds_KAK7550740.1_2645.p1
OG0000403	XM_001589101.1.p1	lcl|JBBPDW010000056.1_cds_KAK7531219.1_9581.p1
OG0000403	XM_001590733.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543303.1_5892.p1
OG0000404	XM_001584912.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543298.1_5887.p1
OG0000404	XM_001595520.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553392.1_1390.p1
OG0000405	XM_001584602.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549371.1_3265.p1
OG0000407	XM_001594751.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536638.1_7835.p1
OG0000408	XM_001590719.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537743.1_7633.p1
OG0000408	XM_001588056.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550763.1_2668.p1
OG0000409	XM_001591593.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546199.1_4609.p1
OG0000409	XM_001594161.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551643.1_2378.p1
OG0000411	XM_001585214.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548865.1_3687.p1
OG0000411	XM_001593430.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549326.1_3220.p1
OG0000412	XM_001592689.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555633.1_618.p1
OG0000412	XM_001594715.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545667.1_5143.p1
OG0000412	XM_001590537.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543165.1_5754.p1
OG0000413	XM_001593426.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543447.1_5592.p1
OG0000414	XM_001595899.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543893.1_5535.p1, lcl|JBBPDW010000047.1_cds_KAK7533407.1_9014.p1
OG0000414	XM_001588538.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539234.1_7054.p1
OG0000415	XM_001587000.1.p1	lcl|JBBPDW010000058.1_cds_KAK7531104.1_9663.p1
OG0000415	XM_001590013.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550181.1_3082.p1
OG0000416	XM_001585521.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539205.1_7025.p1
OG0000417	XM_001595020.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551701.1_2436.p1
OG0000418	XM_001597732.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533615.1_8859.p1
OG0000418	XM_001594531.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536683.1_7880.p1
OG0000419	XM_001589943.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543886.1_5528.p1
OG0000421	XM_001586054.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553388.1_1386.p1
OG0000421	XM_001596111.1.p1	lcl|JBBPDW010000065.1_cds_KAK7530065.1_9962.p1
OG0000422	XM_001586710.1.p1, XM_001585755.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531249.1_9516.p1
OG0000423	XM_001591595.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547552.1_3940.p1
OG0000424	XM_001584735.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534693.1_8493.p1
OG0000425	XM_001595569.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555730.1_715.p1
OG0000426	XM_001594352.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547744.1_4132.p1
OG0000426	XM_001595306.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556875.1_232.p1
OG0000427	XM_001588666.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539197.1_7017.p1
OG0000428	XM_001591689.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556681.1_38.p1
OG0000428	XM_001592756.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557006.1_363.p1
OG0000429	XM_001589525.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550228.1_3129.p1
OG0000430	XM_001594943.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554541.1_1059.p1
OG0000430	XM_001596140.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543188.1_5777.p1
OG0000431	XM_001595021.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551462.1_2197.p1
OG0000432	XM_001592025.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539081.1_7188.p1
OG0000432	XM_001595641.1.p1	lcl|JBBPDW010000064.1_cds_KAK7530115.1_9928.p1
OG0000433	XM_001590463.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555466.1_451.p1
OG0000437	XM_001586166.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536688.1_7885.p1
OG0000437	XM_001594881.1.p1	lcl|JBBPDW010000067.1_cds_KAK7529748.1_10067.p1
OG0000438	XM_001594730.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554749.1_1267.p1
OG0000439	XM_001588396.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554738.1_1256.p1
OG0000439	XM_001594207.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547186.1_4367.p1, lcl|JBBPDW010000015.1_cds_KAK7546263.1_4673.p1
OG0000440	XM_001592376.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549477.1_3371.p1
OG0000440	XM_001596584.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552343.1_1759.p1
OG0000441	XM_001598052.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555491.1_476.p1
OG0000441	XM_001587956.1.p1	lcl|JBBPDW010000022.1_cds_KAK7542952.1_5967.p1
OG0000442	XM_001594041.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547141.1_4322.p1
OG0000442	XM_001595999.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550110.1_3011.p1
OG0000443	XM_001597889.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536560.1_7985.p1
OG0000443	XM_001589171.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552611.1_2027.p1
OG0000444	XM_001585129.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537797.1_7687.p1
OG0000444	XM_001588771.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535694.1_8158.p1
OG0000446	XM_001595180.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551386.1_2121.p1
OG0000447	XM_001592798.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550926.1_2831.p1
OG0000447	XM_001598386.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540353.1_6707.p1
OG0000447	XM_001590963.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533592.1_8836.p1
OG0000448	XM_001596951.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549408.1_3302.p1
OG0000448	XM_001589303.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552669.1_2085.p1
OG0000450	XM_001587231.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548665.1_3487.p1
OG0000450	XM_001587855.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550139.1_3040.p1
OG0000451	XM_001598145.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540375.1_6729.p1
OG0000451	XM_001590342.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548634.1_3456.p1
OG0000455	XM_001585436.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549476.1_3370.p1
OG0000455	XM_001593732.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553410.1_1408.p1
OG0000455	XM_001598722.1.p1	lcl|JBBPDW010000068.1_cds_KAK7529714.1_10091.p1
OG0000456	XM_001586769.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532544.1_9300.p1
OG0000456	XM_001590674.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543067.1_6082.p1
OG0000457	XM_001597364.1.p1	lcl|JBBPDW010000059.1_cds_KAK7531043.1_9708.p1
OG0000457	XM_001595651.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541492.1_6342.p1
OG0000458	XM_001594303.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536717.1_7914.p1
OG0000458	XM_001589273.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548771.1_3593.p1
OG0000459	XM_001595847.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543818.1_5460.p1
OG0000459	XM_001588033.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541690.1_6139.p1
OG0000460	XM_001597572.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543539.1_5684.p1
OG0000460	XM_001597304.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535521.1_8194.p1
OG0000461	XM_001594597.1.p1, XM_001594596.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554463.1_981.p1
OG0000461	XM_001590763.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543174.1_5763.p1
OG0000463	XM_001597555.1.p1	lcl|JBBPDW010000071.1_cds_KAK7529425.1_10128.p1
OG0000464	XM_001589681.1.p1	lcl|JBBPDW010000076.1_cds_KAK7529335.1_10207.p1
OG0000464	XM_001585203.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545338.1_5296.p1
OG0000465	XM_001596182.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545965.1_4944.p1
OG0000465	XM_001598498.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547170.1_4351.p1
OG0000466	XM_001597810.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536516.1_7941.p1
OG0000467	XM_001588516.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540236.1_6917.p1
OG0000468	XM_001595597.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546223.1_4633.p1
OG0000468	XM_001585150.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550027.1_2928.p1
OG0000469	XM_001586974.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549462.1_3356.p1
OG0000469	XM_001588006.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552430.1_1846.p1
OG0000470	XM_001589646.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548169.1_3807.p1
OG0000470	XM_001589696.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547719.1_4107.p1
OG0000471	XM_001589081.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541801.1_6250.p1
OG0000471	XM_001597763.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541460.1_6310.p1
OG0000472	XM_001596286.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551397.1_2132.p1
OG0000472	XM_001592203.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548232.1_3870.p1
OG0000472	XM_001598844.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537887.1_7529.p1
OG0000473	XM_001597336.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556776.1_133.p1
OG0000473	XM_001585585.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548745.1_3567.p1
OG0000474	XM_001586657.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546715.1_4524.p1
OG0000475	XM_001586521.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545933.1_4912.p1
OG0000475	XM_001592419.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535422.1_8305.p1
OG0000476	XM_001595211.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541588.1_6438.p1
OG0000476	XM_001584773.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533685.1_8752.p1
OG0000477	XM_001598467.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553431.1_1429.p1
OG0000477	XM_001587693.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543526.1_5671.p1
OG0000478	XM_001595503.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533618.1_8862.p1
OG0000479	XM_001592726.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549268.1_3162.p1
OG0000484	XM_001597768.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555619.1_604.p1, lcl|JBBPDW010000041.1_cds_KAK7534630.1_8430.p1
OG0000484	XM_001594928.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535685.1_8149.p1
